Date 	Closing 	Further down 	Higher 	Opening 	Volume Titles 	FCFA Volume 	Variation %
24/11/2025 	20 350 	20 250 	20 350 	20 250 	102 	2 075 700 	0.49%
21/11/2025 	20 250 	20 200 	20 250 	20 200 	321 	6 500 250 	3.85%
20/11/2025 	19 500 	19 500 	20 000 	20 000 	923 	17 998 500 	-4,18%
19/11/2025 	20 350 	20 335 	20 350 	20 335 	1 146 	23 321 100 	4.36%
18/11/2025 	19 500 	19 500 	20 100 	20 100 	739 	14 410 500 	0.00%
17/11/2025 	19 500 	19 500 	19 900 	19 900 	1 030 	20 085 000 	-2.01%
14/11/2025 	19 900 	19 500 	19 900 	19 500 	254 	5 054 600 	2.05%
13/11/2025 	19 500 	19 500 	19 650 	19 650 	306 	5 967 000 	0.00%
12/11/2025 	19 500 	19 500 	19 950 	19 950 	152 	2 964 000 	-2.50%
11/11/2025 	20 000 	19 970 	20 000 	19 970 	954 	19 080 000 	0.50%
10/11/2025 	19 900 	19 900 	19 910 	19 910 	938 	18 666 200 	0.00%
07/11/2025 	19 900 	19 900 	19 900 	19 900 	- 	0 	2.10%
06/11/2025 	19 490 	18 995 	19 490 	18 995 	893 	17 404 570 	4.78%
05/11/2025 	18 600 	18 600 	18 750 	18 750 	1 957 	36 400 200 	-0.83%
04/11/2025 	18 755 	18 755 	18 900 	18 900 	1 591 	29 839 205 	-0.77%
03/11/2025 	18 900 	18 900 	19 330 	19 330 	2 319 	43 829 100 	-2.28%
31/10/2025 	19 340 	19 340 	19 400 	19 400 	843 	16 303 620 	-0.31%
30/10/2025 	19 400 	19 400 	19 500 	19 500 	2 751 	53 369 400 	-0.23%
